,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
1805,*ST德奥,0.0765,0.1508,,0.0773,7.7419
1806,申能股份,0.0764,0.0464,1.1692,0.1091,21.6481
1807,伊之密,0.0763,0.0583,0.8540000000000001,0.1043,13.3296
1808,游族网络,0.0763,0.0373,0.2703,0.0967,11.4214
1809,安德利,0.0763,0.0792,23.4766,0.1213,12.2241
1810,新研股份,0.0763,0.0147,0.4977,0.0443,6.9717
1811,杭齿前进,0.0762,0.0326,4.0675,0.0609,6.7396
1812,宏昌电子,0.076,0.07,2.7413,0.1613,17.0955
1813,金麒麟,0.0758,0.037000000000000005,1.2013,0.1467,15.5553
1814,三星医疗,0.0758,0.0311,0.8737,0.0653,9.6068
1815,中京电子,0.0758,0.0478,1.4267,0.0838,10.6785
1816,精伦电子,0.0756,0.0552,2.7304,0.1633,17.0339
1817,苏州固锝,0.0755,0.0693,1.0764,0.4642,50.2854
1818,掌阅科技,0.0753,0.0901,1.0531,0.3025,30.2522
1819,东方盛虹,0.0753,0.0635,1.6394,0.1557,18.4492
1820,亚星化学,0.0753,0.1185,48.7206,0.122,12.597000000000001
1821,我爱我家,0.0753,0.0438,1.1569,0.0907,10.9515
1822,周大生,0.0753,0.0623,0.4547,0.191,19.2551
1823,海伦哲,0.0751,0.0411,1.4609,0.08,8.8962
1824,上海天洋,0.075,0.043,1.1015,0.1243,17.0263
1825,卫星石化,0.075,0.0547,0.8039,0.1321,13.3377
1826,皖天然气,0.075,0.077,1.4658,0.2723,51.5245
1827,奥特佳,0.0749,0.0366,8.8282,0.0965,12.388
1828,深天地A,0.0749,0.052000000000000005,3.4330000000000003,0.0665,6.6539
1829,银之杰,0.0748,0.0451,4.484,0.1232,15.9074
1830,北特科技,0.0746,0.0313,1.777,0.0765,7.9607
1831,共达电声,0.0746,0.0545,2.8129,0.0981,9.9512
1832,日机密封,0.0746,0.0344,0.3075,0.1333,21.4312
1833,北京文化,0.0746,0.0135,0.2774,0.0587,5.8845
1834,徐工机械,0.0745,0.054000000000000006,1.6096,0.107,12.2514
1835,三棵树,0.0744,0.0843,1.1989,0.1457,14.8812
1836,众合科技,0.0744,0.024,5.88,0.0386,4.596
1837,冠豪高新,0.0743,0.0477,1.7702,0.1414,14.1772
1838,海利生物,0.0743,0.0108,,0.0262,2.878
1839,蓝盾股份,0.0742,0.0171,0.4012,0.0318,4.1905
1840,七一二,0.0741,0.0255,0.5359,0.0486,5.1055
1841,道森股份,0.07400000000000001,0.0545,0.993,0.1485,15.050999999999998
1842,启迪设计,0.0739,0.0357,0.6353,0.0867,10.0858
1843,益丰药房,0.0739,0.0649,1.1566,0.1381,17.6201
1844,和晶科技,0.0738,0.0382,,0.0598,6.1571
1845,松发股份,0.0738,0.0347,0.7927,0.0769,9.8622
1846,音飞储存,0.0737,0.0398,0.5536,0.1539,15.8733
1847,宗申动力,0.0737,0.0517,1.0271,0.1151,17.8204
1848,新宁物流,0.0737,0.028999999999999998,1.1772,0.0636,10.1659
1849,中源家居,0.0736,0.0712,0.78,0.2048,20.4819
1850,北新路桥,0.0735,0.033,11.7938,0.0395,5.7809
1851,顺利办,0.0733,0.0129,0.4851,0.0406,8.1381
1852,博天环境,0.0732,0.0266,1.7293,0.0333,4.5706
1853,中国铝业,0.0732,0.0656,8.2008,0.099,17.6398
1854,中直股份,0.0731,0.0397,1.8706,0.0596,6.2439
1855,万马股份,0.0731,0.087,5.5432,0.1929,19.4865
1856,密尔克卫,0.073,0.0701,0.9882,0.2199,30.1198
1857,*ST中孚,0.0729,0.0374,,0.0419,5.3974
1858,彩讯股份,0.0729,0.0331,0.3326,0.14,18.6104
1859,川仪股份,0.0729,0.0514,0.6683,0.0938,10.5541
1860,易成新能,0.0728,0.0404,,0.0657,7.6688
1861,坚瑞沃能,0.0725,0.0165,,0.0167,1.9201
1862,清源股份,0.0724,0.0255,2.339,0.0402,4.7482
1863,景兴纸业,0.0722,0.0672,1.1978,0.212,21.3582
1864,大族激光,0.0722,0.042,0.4617,0.077,10.0107
1865,东方雨虹,0.0722,0.0516,0.6711,0.0877,10.2313
1866,迈克生物,0.0722,0.0426,0.4015,0.1146,14.005
1867,联合光电,0.0721,0.0593,1.1651,0.146,15.0247
1868,力星股份,0.0721,0.034,0.6965,0.1397,15.0895
1869,本钢板材,0.0721,0.0607,3.4935,0.0906,11.1088
1870,兴业股份,0.0721,0.0674,0.7417,0.2946,30.9343
1871,韩建河山,0.07200000000000001,0.033,3.3923,0.0511,6.7458
1872,苏垦农发,0.07200000000000001,0.0503,0.5731,0.2703,32.5872
1873,万通智控,0.07200000000000001,0.0436,0.7128,0.2384,24.4055
1874,金河生物,0.0719,0.0351,0.7127,0.0753,10.6243
1875,烽火电子,0.0718,0.0302,0.8862,0.0625,7.1554
1876,信隆健康,0.0716,0.065,,0.099,11.1665
1877,澳洋顺昌,0.0714,0.0412,0.8168,0.0899,11.5026
1878,跃岭股份,0.0713,0.0574,1.4765,0.2796,28.868000000000002
1879,湖南海利,0.0713,0.0516,1.4924,0.1078,14.6974
1880,开润股份,0.0713,0.1035,0.7916,0.1996,20.2353
1881,航天信息,0.0712,0.0927,0.7178,0.2535,36.0172
1882,邦宝益智,0.0712,0.0279,0.6582,0.0873,8.8476
1883,美尚生态,0.0712,0.0199,0.4229,0.033,4.1557
1884,山东钢铁,0.0711,0.0553,1.6995,0.0929,12.0722
1885,国新能源,0.0711,0.0275,32.2047,0.0325,6.0817
1886,阿石创,0.0711,0.0295,0.6559,0.0981,11.1195
1887,万讯自控,0.071,0.0347,0.7342,0.1817,21.7777
1888,平高电气,0.071,0.0342,2.9747,0.057999999999999996,5.9014
1889,格林美,0.071,0.0395,1.265,0.0668,9.1141
1890,东山精密,0.0709,0.0451,1.7331,0.0619,7.6394
1891,*ST天圣,0.0709,0.0324,1.3104,0.1032,12.4592
1892,妙可蓝多,0.0708,0.0323,8.1566,0.059000000000000004,7.6129999999999995
1893,洲明科技,0.0708,0.0499,0.7508,0.0844,9.8802
1894,钢研高纳,0.0707,0.0244,0.5246,0.0919,10.6812
1895,中航重机,0.0707,0.0319,1.6817,0.0516,7.0705
1896,盛弘股份,0.0705,0.0422,0.7727,0.1348,13.5613
1897,拓邦股份,0.0705,0.0608,1.0149,0.1428,14.3716
1898,中天能源,0.0705,0.0162,,0.0261,5.2595
1899,汉得信息,0.0705,0.0529,0.5204,0.2298,23.854
1900,新城控股,0.0705,0.0116,0.3126,0.0137,1.6927
1901,冠昊生物,0.0704,0.0197,0.9192,0.0667,11.9098
1902,中金黄金,0.0702,0.0635,6.4245,0.1291,16.6136
1903,中天科技,0.0702,0.0744,1.1178,0.1901,20.9357
1904,天安新材,0.07,0.0522,1.3848,0.1438,15.5346
1905,兔宝宝,0.0699,0.1009,0.9133,0.2314,23.7152
1906,新开源,0.0699,0.0212,0.5389,0.0475,4.9017
1907,华达科技,0.0698,0.0601,1.3235,0.1443,14.6587
1908,兆驰股份,0.0697,0.0481,2.1548,0.0899,11.9975
1909,泰达股份,0.0697,0.0387,2.9836,0.0455,5.2597
1910,中科曙光,0.0697,0.0479,1.3497,0.0692,12.0783
1911,元力股份,0.0696,0.0737,1.1246,0.1396,15.1878
1912,恩捷股份,0.0696,0.0222,0.2514,0.0471,8.5624
1913,安井食品,0.0695,0.0648,1.0947,0.1176,14.4125
1914,上海沪工,0.0694,0.0443,0.7864,0.1831,19.2682
1915,红蜻蜓,0.0694,0.0453,1.0953,0.1891,18.9436
1916,百利电气,0.0694,0.0345,1.7307,0.1109,11.6491
1917,雷曼光电,0.0694,0.0373,,0.1651,17.1135
1918,安硕信息,0.0693,0.0574,1.4106,0.1885,18.8548
1919,如意集团,0.0693,0.0192,0.8238,0.0445,4.8574
1920,光明乳业,0.0693,0.0811,2.7604,0.1304,14.8628
1921,一心堂,0.0693,0.0864,1.2232,0.1923,19.3293
1922,吉林化纤,0.0691,0.0248,1.258,0.042,4.3295
1923,派生科技,0.069,0.0831,0.6425,0.1573,17.2915
1924,德邦股份,0.069,0.1932,2.2672,0.3787,39.7086
1925,恒力股份,0.0688,0.033,1.2143,0.0424,7.6204
1926,雅化集团,0.0688,0.0445,0.9219,0.1206,15.8406
1927,红宝丽,0.0687,0.0466,5.4659,0.0796,9.6967
1928,新天药业,0.0686,0.0484,0.6761,0.147,15.9271
1929,海波重科,0.0685,0.0274,1.4257,0.0573,5.7608
1930,远达环保,0.0684,0.0284,1.8559,0.0704,7.9862
1931,陕天然气,0.0683,0.0524,1.4815,0.10400000000000001,12.6763
1932,领益智造,0.0681,0.0693,,0.1256,13.4045
1933,华铁股份,0.0681,0.0232,0.8838,0.1479,15.4134
1934,亚威股份,0.068,0.0437,0.9059,0.1448,15.8521
1935,金圆股份,0.0678,0.0643,1.2146,0.1301,15.8106
1936,ST正源,0.0678,0.0392,3.571,0.1773,26.5403
1937,天龙股份,0.0677,0.057,0.8761,0.2699,28.195999999999998
1938,昂立教育,0.0677,0.0449,,0.0762,8.2202
1939,赛意信息,0.0676,0.0534,0.5146,0.2509,25.3145
1940,通裕重工,0.0675,0.023,0.9918,0.0474,5.9609
1941,佛慈制药,0.0673,0.0145,0.4936,0.034,7.4646
1942,中远海控,0.0673,0.0356,2.6867,0.0473,9.1584
1943,海欣食品,0.0672,0.0667,2.2046,0.2201,22.2656
1944,青海华鼎,0.0672,0.021,,0.0571,6.3638
1945,安泰科技,0.0671,0.0348,,0.0778,8.9101
1946,铜陵有色,0.067,0.1206,5.7804,0.20600000000000002,26.5708
1947,华谊集团,0.0668,0.0641,1.7113,0.1143,13.1113
1948,司尔特,0.0668,0.0427,0.6688,0.1604,17.0229
1949,金自天正,0.0668,0.0225,1.6046,0.0429,4.3916
1950,博深股份,0.0667,0.0266,0.8159,0.1374,14.1968
1951,宝塔实业,0.0665,0.0157,,0.0255,3.3138
1952,华东医药,0.0665,0.1061,0.8515,0.23199999999999998,27.5646
1953,精达股份,0.0662,0.14,1.5285,0.4066,41.8852
1954,海南矿业,0.0662,0.013000000000000001,,0.0315,4.13
1955,西部材料,0.0662,0.0294,1.1059,0.0648,7.6046
1956,新华制药,0.0662,0.0582,1.2564,0.1105,14.6018
1957,中原内配,0.0661,0.0255,0.3771,0.0753,11.2577
1958,亚盛集团,0.066,0.0193,2.0043,0.0441,5.358
1959,宁波建工,0.0659,0.0702,4.6629,0.0887,9.0079
1960,金螳螂,0.0657,0.0495,0.7596,0.0837,8.4736
1961,安徽合力,0.0657,0.0854,0.8924,0.2538,32.1556
1962,火炬电子,0.0656,0.0354,0.3958,0.1434,15.978
1963,ST新光,0.0654,0.0095,,0.0206,2.3480000000000003
1964,再升科技,0.0653,0.0309,0.4456,0.0753,9.0878
1965,晶盛机电,0.0653,0.0261,0.2914,0.0787,8.1262
1966,博士眼镜,0.0653,0.0627,0.6285,0.4476,45.5443
1967,宝光股份,0.0653,0.0702,1.4421,0.2052,25.3106
1968,金证股份,0.0653,0.0831,,0.1583,19.3324
1969,东风科技,0.0653,0.0744,1.5152,0.1096,11.1544
1970,科新机电,0.0653,0.0379,4.5434,0.1146,11.6192
1971,中国电建,0.0651,0.0269,1.9331,0.0336,5.4256
1972,中国一重,0.0651,0.0201,10.3687,0.0298,4.0215
1973,特变电工,0.0651,0.0279,1.0184,0.0481,6.86
1974,星网锐捷,0.0651,0.0849,0.7172,0.2173,22.2498
1975,中电环保,0.0651,0.0225,0.4126,0.0556,7.5628
1976,吉鑫科技,0.0649,0.0185,,0.0426,5.6207
1977,美达股份,0.0649,0.0855,6.4766,0.175,22.6523
1978,合肥百货,0.0649,0.0659,2.2077,0.1145,12.3751
1979,美力科技,0.0649,0.0347,1.9222,0.0981,16.7561
1980,广州发展,0.0648,0.0438,2.1213,0.08900000000000001,15.9784
1981,宏盛股份,0.0647,0.0405,0.7859999999999999,0.1534,15.9272
1982,华锦股份,0.0647,0.0731,2.1118,0.1267,24.6467
1983,新北洋,0.0646,0.0363,0.4099,0.1409,14.5002
1984,锡业股份,0.0643,0.0744,2.2681,0.1268,18.1666
1985,景嘉微,0.0643,0.0106,0.1796,0.1292,15.1373
1986,海亮股份,0.0642,0.1356,2.8133,0.2407,25.5931
1987,哈药股份,0.0641,0.0582,1.7162,0.1233,13.6008
1988,艾迪精密,0.0641,0.0387,0.2904,0.0983,10.2903
1989,康隆达,0.064,0.0434,0.6798,0.1785,19.3435
1990,红太阳,0.0639,0.0282,0.5927,0.0438,4.6499
1991,创源文化,0.0638,0.054000000000000006,0.6239,0.1674,16.9896
1992,科华生物,0.0637,0.0362,0.5137,0.1181,16.9055
1993,威龙股份,0.0636,0.0238,0.9705,0.0717,7.3164
1994,绿盟科技,0.0636,0.0223,0.5104,0.1181,12.1836
1995,新华医疗,0.0635,0.0528,5.3449,0.0795,8.5341
1996,宝馨科技,0.0635,0.0274,0.5433,0.0553,5.8607
1997,北巴传媒,0.0632,0.063,2.3171,0.1041,16.5208
1998,江苏雷利,0.0632,0.0472,0.708,0.1591,15.9096
1999,先进数通,0.0629,0.0663,1.7089,0.1611,16.1203
2000,中航电测,0.0629,0.0423,0.4925,0.158,16.8244
2001,日丰股份,0.0627,0.1103,0.8431,0.2424,25.1881
2002,朗科科技,0.0627,0.0607,0.9404,1.3854,143.8266
2003,ST安泰,0.0627,0.1057,0.6145,0.1479,17.3001
2004,华联综超,0.0626,0.0711,8.9852,0.0968,9.8054
2005,云图控股,0.0626,0.0475,2.9302,0.0686,7.9643
2006,湖南黄金,0.0625,0.1131,3.0057,0.397,43.5039
2007,京山轻机,0.0625,0.0269,0.9051,0.0621,7.2047
2008,珠江钢琴,0.0624,0.0282,0.7082,0.1173,12.6165
2009,山东海化,0.0623,0.0715,0.5583,0.2649,33.7852
2010,中国电影,0.0623,0.0345,0.3474,0.1304,15.5014
2011,电广传媒,0.0623,0.0281,2.4088,0.0538,9.3186
2012,神马股份,0.0621,0.0631,0.7182,0.0995,11.1393
2013,上海石化,0.0621,0.1503,1.2687,0.4764,48.1211
2014,运达股份,0.062,0.0311,1.7069,0.0365,4.2176
2015,襄阳轴承,0.062,0.0336,,0.0617,7.6623
2016,漫步者,0.062,0.0274,1.1876,0.2812,29.9259
2017,共进股份,0.0619,0.0637,2.6622,0.1457,16.1024
2018,精华制药,0.0616,0.0245,0.3208,0.1183,16.5343
2019,腾信股份,0.0616,0.0612,3.95,0.09699999999999999,9.7512
2020,亚普股份,0.0615,0.0783,1.3518,0.1587,23.9694
2021,友讯达,0.0615,0.048,0.8167,0.1178,11.8827
2022,长江润发,0.0614,0.0348,0.7264,0.1108,15.835
2023,国机通用,0.0612,0.0435,0.7728,0.1297,13.2802
2024,苏州龙杰,0.0611,0.1076,0.6922,0.5251,52.5052
2025,保利地产,0.0611,0.0141,0.4548,0.018000000000000002,2.6733
2026,杉杉股份,0.061,0.023,0.4332,0.0495,6.034
2027,兰州黄河,0.061,0.0225,,0.1077,10.9346
2028,春兴精工,0.061,0.0344,3.7826,0.0516,5.211
2029,中国石化,0.0608,0.1104,2.1904,0.2394,31.1217
2030,森马服饰,0.0608,0.0576,0.5679,0.1777,21.6535
2031,胜利股份,0.0607,0.0442,1.5611,0.077,9.3088
2032,银轮股份,0.0607,0.0388,0.7653,0.081,8.7616
2033,科锐国际,0.0607,0.0967,0.9724,0.244,26.0622
2034,拓日新能,0.0606,0.0107,0.7639,0.0197,2.7083
2035,云天化,0.0603,0.0471,12.6948,0.0519,5.7846
2036,中国化学,0.0603,0.0506,2.3601,0.0792,8.9209
2037,正邦科技,0.0602,0.0624,6.9112,0.0917,13.6103
2038,鸣志电器,0.0601,0.0462,0.6825,0.1845,22.0592
2039,麦捷科技,0.0599,0.0317,0.7038,0.09300000000000001,10.7108
2040,皖新传媒,0.0599,0.0447,0.5325,0.2031,21.2634
2041,赛象科技,0.0598,0.0176,2.9289,0.121,12.2067
2042,顺丰控股,0.0597,0.0758,1.2152,0.1563,20.5727
2043,中光防雷,0.0597,0.0229,0.4318,0.1587,17.843
2044,华域汽车,0.0597,0.0701,0.8976,0.1186,13.7726
2045,和科达,0.0597,0.0315,3.2,0.1634,16.9418
2046,有友食品,0.0596,0.0643,0.3681,0.4668,62.7096
2047,振华科技,0.0596,0.0314,1.2373,0.0616,8.2678
2048,伊戈尔,0.0595,0.0483,1.6259,0.1455,14.9865
2049,新筑股份,0.0594,0.0165,4.1465,0.0254,3.304
2050,金银河,0.0592,0.037000000000000005,0.8221,0.0665,8.8699
2051,武汉中商,0.0591,0.0877,2.1708,0.1694,18.6884
2052,重庆钢铁,0.0591,0.0497,0.7484,0.1593,25.5134
2053,星湖科技,0.059000000000000004,0.0351,1.1988,0.1037,14.1962
2054,金徽酒,0.0589,0.0319,0.3333,0.1228,17.2783
2055,金诚信,0.0587,0.0291,0.6314,0.0828,11.7114
2056,鞍重股份,0.0587,0.0117,0.9588,0.0674,7.8715
2057,百合花,0.0586,0.046,0.4955,0.1518,17.1259
2058,中青旅,0.0586,0.0493,0.7834,0.1117,12.1329
2059,三祥新材,0.0585,0.0412,0.478,0.1301,14.5263
2060,豪迈科技,0.0584,0.0391,0.2943,0.1782,18.6264
2061,骆驼股份,0.0584,0.0503,0.9387,0.1199,18.9001
2062,桐昆股份,0.0583,0.07,1.1382,0.1309,17.7582
2063,大冶特钢,0.0582,0.0954,1.4354,0.2237,23.3274
2064,茂硕电源,0.0582,0.0457,,0.0678,7.0898
2065,中国国旅,0.0579,0.1014,0.6918,0.3294,34.9301
2066,振华股份,0.0579,0.0601,0.5538,0.7193,83.9963
2067,安正时尚,0.0577,0.0258,0.3384,0.1056,16.199
2068,长川科技,0.0576,0.0184,0.3414,0.0599,6.0154
2069,光迅科技,0.0575,0.0466,0.9151,0.1076,11.6141
2070,梦百合,0.0574,0.0518,0.8901,0.1174,15.7369
2071,棒杰股份,0.0574,0.0245,2.0357,0.0834,8.4041
2072,瑞凌股份,0.0573,0.0174,0.3181,0.1109,11.9049
2073,道道全,0.0571,0.0745,0.9286,0.3449,39.7602
2074,四环生物,0.0571,0.0244,,0.0797,7.9827
2075,江苏阳光,0.057,0.0283,0.9138,0.0567,5.9119
2076,东方钽业,0.057,0.0345,2.0648,0.0925,10.1838
2077,王府井,0.057,0.0701,1.2412,0.1488,17.3805
2078,红星发展,0.057,0.0478,0.7088,0.1654,16.9886
2079,鸿远电子,0.057,0.0362,0.2411,0.1537,15.3914
2080,风神股份,0.0568,0.0492,19.3278,0.0685,8.1356
2081,宏达高科,0.0568,0.0187,0.3889,0.1316,15.798
2082,大众公用,0.0567,0.013000000000000001,0.6528,0.0215,4.1566
2083,华建集团,0.0567,0.0398,1.1032,0.0602,6.3553
2084,雄塑科技,0.0566,0.0593,0.5197,0.2833,32.8987
2085,北化股份,0.0565,0.0369,1.0737,0.135,14.1657
2086,通产丽星,0.0565,0.039,0.8487,0.2136,24.8499
2087,汇得科技,0.0565,0.0551,0.7752,0.1738,17.5023
2088,许继电气,0.0564,0.0318,1.6925,0.0744,7.4747
2089,浙江龙盛,0.0564,0.0206,0.2555,0.0356,7.3821
2090,山东路桥,0.0562,0.0347,1.226,0.0473,5.5918
2091,奇精机械,0.0559,0.0385,0.9936,0.0802,10.9071
2092,航天科技,0.0557,0.0497,1.8691,0.1391,18.6392
2093,汉钟精机,0.0557,0.0296,0.4756,0.0695,8.941
2094,立霸股份,0.0557,0.0755,0.7814,0.3058,30.773000000000003
2095,大北农,0.0553,0.059000000000000004,2.1966,0.1446,16.5823
2096,益佰制药,0.0552,0.0331,,0.0851,11.0679
2097,莱宝高科,0.0552,0.0503,1.071,0.2434,30.0074
2098,易见股份,0.0551,0.0492,0.8768,0.1002,10.7609
2099,天邑股份,0.0551,0.0518,1.0049,0.128,12.8342
2100,金枫酒业,0.0551,0.0217,,0.139,17.0827
2101,汇洁股份,0.0551,0.0535,0.6619,0.2292,26.4296
2102,中新药业,0.0551,0.0493,0.6167,0.1707,18.2932
2103,华正新材,0.055,0.0432,1.2253,0.0635,6.9164
2104,新日股份,0.0549,0.0881,1.8882,0.1751,18.0017
2105,小康股份,0.0549,0.0418,2.1884,0.0574,7.3833
2106,美诺华,0.0549,0.0205,0.4435,0.0501,5.9781
2107,亨通光电,0.0547,0.051,0.7,0.0811,8.9505
2108,华讯方舟,0.0547,0.0198,,0.0265,2.6579
2109,开山股份,0.0547,0.0188,1.1995,0.0349,5.3695
2110,恒邦股份,0.0546,0.0776,2.9527,0.1096,11.2885
2111,GQY视讯,0.0544,0.0099,0.5811,0.1168,12.1017
2112,ST丰华,0.0543,0.006999999999999999,0.4798,0.0982,15.0156
2113,四川金顶,0.0543,0.0484,0.7326,0.0566,17.4657
2114,广东骏亚,0.0543,0.0404,0.8814,0.0716,7.2844
2115,海顺新材,0.0542,0.0292,0.4271,0.1208,15.8409
2116,铁龙物流,0.0542,0.0884,1.6647,0.2177,31.9854
2117,欣旺达,0.0541,0.059000000000000004,1.5602,0.0829,9.5786
2118,湘潭电化,0.0541,0.0184,0.7782,0.0291,3.8903
2119,信雅达,0.0537,0.0407,,0.1386,14.4564
2120,海默科技,0.0537,0.0122,0.5886,0.0315,4.2665
2121,浙江永强,0.0537,0.0348,,0.0666,6.6786
2122,迪安诊断,0.0536,0.035,0.6343,0.0626,8.2557
2123,天宇股份,0.0536,0.0299,0.4801,0.0664,7.0129
2124,山东黄金,0.0534,0.0651,3.1237,0.1357,20.548000000000002
2125,隆基股份,0.0534,0.0296,0.4571,0.0514,7.8857
2126,仙琚制药,0.0534,0.0355,0.5596,0.0707,12.0328
2127,晨曦航空,0.0533,0.0121,0.1436,0.0667,6.8407
2128,四川长虹,0.0531,0.0619,6.6968,0.0884,9.2478
2129,三川智慧,0.0531,0.0193,0.3578,0.1821,21.0435
2130,航天发展,0.0531,0.02,0.3678,0.0889,9.1198
2131,华电重工,0.053,0.0383,5.2996,0.069,6.9392
2132,工业富联,0.053,0.1097,1.3015,0.1716,17.1938
2133,荣盛石化,0.0529,0.0398,2.4571,0.0565,8.7968
2134,润建股份,0.0529,0.0437,0.8303,0.1332,13.319
2135,均胜电子,0.0529,0.0501,1.3985,0.0723,13.0194
2136,大连友谊,0.0528,0.0103,,0.0126,1.4307
2137,西部黄金,0.0528,0.0198,5.4463,0.0533,6.4223
2138,普利特,0.0528,0.0494,2.7316,0.1219,12.4713
2139,新宝股份,0.0527,0.0624,0.8843,0.1386,13.8567
2140,尔康制药,0.0526,0.0205,0.5881,0.3026,44.3844
2141,航发动力,0.0524,0.0226,1.1165,0.0527,4.327
2142,中钢天源,0.0524,0.038,0.5486,0.1547,22.7771
2143,株冶集团,0.0524,0.1148,,0.1265,17.067
2144,皖通科技,0.0523,0.023,0.6323,0.0882,8.8673
2145,经纬辉开,0.0521,0.0374,0.7864,0.1235,13.1361
2146,新钢股份,0.0521,0.0713,0.5018,0.1342,13.5968
2147,华策影视,0.052000000000000005,0.0234,1.2046,0.0513,5.3105
2148,浙江众成,0.0519,0.0175,,0.0482,7.8945
2149,人民同泰,0.0519,0.0831,1.4212,0.1294,13.639000000000001
2150,太辰光,0.0519,0.0278,0.2724,0.1608,17.3543
2151,民丰特纸,0.0518,0.0361,8.894,0.08800000000000001,8.9356
2152,万马科技,0.0516,0.0243,3.5915,0.0608,6.0754
2153,延江股份,0.0515,0.0321,0.9687,0.0866,8.6918
2154,中科三环,0.0514,0.034,0.7183,0.2034,21.4493
2155,牧高笛,0.0513,0.045,0.6861,0.1616,16.180999999999997
2156,科泰电源,0.0512,0.0411,3.8324,0.0998,10.8867
2157,杭叉集团,0.0511,0.0767,0.7053,0.303,30.943
2158,华统股份,0.051,0.1199,1.5073,0.3542,51.2671
2159,博彦科技,0.051,0.0439,0.6525,0.162,16.2102
2160,广弘控股,0.0509,0.0603,0.6649,0.2356,23.8602
2161,铁汉生态,0.0509,0.016,1.3167,0.0221,3.0119
2162,罗牛山,0.0508,0.009000000000000001,0.1457,0.0256,6.1563
2163,软控股份,0.0507,0.0159,,0.0329,4.6927
2164,三峡新材,0.0506,0.0681,1.9907,0.1561,16.7446
2165,浙江交科,0.0506,0.0442,1.0662,0.0589,6.1843
2166,海欣股份,0.0505,0.0123,0.3558,0.0628,12.5254
2167,陇神戎发,0.0504,0.0131,0.8334,0.1774,19.7483
2168,沧州明珠,0.0501,0.0344,0.5691,0.1075,13.1596
2169,天华院,0.0501,0.036000000000000004,2.9699,0.0563,11.524000000000001
2170,广日股份,0.0501,0.0283,1.9883,0.1083,10.9378
2171,交大昂立,0.0501,0.0087,,0.0277,2.9967
2172,九阳股份,0.05,0.0614,0.5511,0.1444,14.454
2173,长飞光纤,0.0498,0.0439,0.3799,0.1254,16.875999999999998
2174,明星电力,0.0497,0.0252,0.825,0.086,13.2608
2175,鹏辉能源,0.0497,0.0253,0.46799999999999997,0.0477,5.1932
2176,昆药集团,0.0496,0.0511,1.0304,0.1196,14.2648
2177,清水源,0.0495,0.0217,0.2978,0.0378,4.4031
2178,蓝丰生化,0.0495,0.0208,,0.0392,4.6334
2179,天翔环境,0.0494,0.0034,,0.0035,0.4372
2180,鼎汉技术,0.0493,0.019,,0.0414,5.4254
2181,中钨高新,0.0492,0.054000000000000006,1.9773,0.1098,13.4836
2182,百达精工,0.0492,0.0351,0.5385,0.1038,11.4969
2183,东华能源,0.0491,0.0897,2.2249,0.1308,17.4713
2184,德艺文创,0.0491,0.0692,0.6814,0.3028,32.4265
2185,惠威科技,0.049,0.0267,0.4626,0.2966,32.159
2186,德力股份,0.049,0.0221,,0.1094,11.1871
2187,华鼎股份,0.049,0.0335,1.158,0.0843,10.885
2188,白银有色,0.0489,0.0663,13.4186,0.0921,12.5168
2189,爱婴室,0.0488,0.0751,0.7977,0.2274,22.7391
2190,东易日盛,0.0487,0.062,0.6655,0.1024,10.4927
2191,商业城,0.0487,0.0314,,0.0319,3.2238
2192,金智科技,0.0487,0.0211,0.9059999999999999,0.0323,3.612
2193,*ST凡谷,0.0486,0.0278,0.3079,0.1259,13.4533
2194,中国中冶,0.0485,0.032,1.8559,0.0418,4.7296
2195,凯恩股份,0.0483,0.0293,1.4116,0.1036,10.6595
2196,中坚科技,0.0483,0.0245,1.7073,0.111,11.2489
2197,新希望,0.0483,0.0696,1.226,0.1619,18.0744
2198,八一钢铁,0.0483,0.0503,1.3877,0.0636,6.3657
2199,家家悦,0.0482,0.0857,1.443,0.1411,14.3991
2200,亚士创能,0.0481,0.0314,1.3616,0.065,9.0418
2201,智云股份,0.048,0.0179,0.3884,0.0711,7.153
2202,晶瑞股份,0.048,0.0328,0.6857,0.0649,9.3733
2203,首商股份,0.0479,0.0697,1.0194,0.1842,19.0573
2204,中衡设计,0.0478,0.0287,0.4982,0.0696,7.0483
2205,延安必康,0.0477,0.0196,0.9467,0.0366,4.2002
2206,国创高新,0.0477,0.0322,0.6959,0.1432,14.5356
2207,威海广泰,0.0477,0.0228,0.4441,0.0594,6.5599
2208,锦江投资,0.0475,0.0256,0.364,0.1199,17.4951
2209,永创智能,0.0474,0.0268,1.0877,0.0485,5.2972
2210,郑煤机,0.0474,0.0445,1.3119999999999998,0.08,11.2025
2211,国风塑业,0.0473,0.0277,0.6728,0.1121,18.9339
2212,三夫户外,0.0473,0.0228,4.2094,0.0855,10.4697
2213,奥翔药业,0.0472,0.0143,0.2623,0.0563,5.8537
2214,汉鼎宇佑,0.0472,0.0082,0.2453,0.0249,2.4923
2215,广聚能源,0.0472,0.0295,0.6992,0.529,62.291000000000004
2216,岳阳兴长,0.0471,0.1099,2.0355,0.9048,90.4794
2217,江苏国泰,0.047,0.08,1.0372,0.1508,15.2995
2218,安彩高科,0.047,0.0508,,0.2683,33.3941
2219,中核科技,0.0469,0.0255,0.5588,0.0641,7.053
