,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
1327,中国卫星,0.1144,0.0832,1.8497,0.2285,23.9256
1328,道明光学,0.1144,0.0598,0.6673,0.4808,54.4282
1329,扬杰科技,0.1144,0.0612,1.124,0.2201,23.0988
1330,国电南自,0.1143,0.0615,2.86,0.0918,10.2194
1331,世纪天鸿,0.1142,0.0677,1.3551,0.2283,24.2452
1332,南方轴承,0.114,0.0558,0.4972,0.5563,57.6625
1333,章源钨业,0.114,0.0532,4.4395,0.1063,13.8487
1334,莱克电气,0.114,0.1495,1.5816,0.3953,39.7783
1335,新元科技,0.114,0.0391,0.8517,0.1462,15.2202
1336,康力电梯,0.1139,0.0639,23.9362,0.1516,15.8631
1337,荣泰健康,0.1138,0.1206,1.0457,0.3909,42.8297
1338,龙蟠科技,0.1136,0.0831,1.7103,0.2589,34.0873
1339,中国天楹,0.1136,0.0238,0.9437,0.038,5.0258
1340,海容冷链,0.1135,0.0725,0.9874,0.2281,22.898000000000003
1341,醋化股份,0.1135,0.1171,1.1459,0.442,53.806999999999995
1342,温氏股份,0.1135,0.1204,1.5259,0.3534,48.894
1343,山河智能,0.1134,0.0457,1.4175,0.0698,10.3826
1344,宏达新材,0.1134,0.1036,9.6172,0.3157,31.6037
1345,美利云,0.1134,0.0384,2.6509,0.115,14.7373
1346,碧水源,0.1133,0.023,0.9655,0.0375,6.3375
1347,吉宏股份,0.1133,0.1618,1.1254,0.295,31.5805
1348,铁流股份,0.1131,0.0666,1.3122,0.2128,39.7137
1349,南钢股份,0.1131,0.1199,1.0417,0.2309,23.5008
1350,太极股份,0.1131,0.0728,2.1608,0.1079,11.1709
1351,万科A,0.1129,0.022000000000000002,0.6823,0.026000000000000002,2.9965
1352,上柴股份,0.1128,0.0662,3.5735,0.1408,14.689
1353,光启技术,0.1128,0.0064,0.7409,0.0862,16.4376
1354,文灿股份,0.1128,0.0634,1.4594,0.2173,36.8807
1355,苏泊尔,0.1128,0.1894,1.2067,0.4261,42.7693
1356,新宏泰,0.1128,0.0486,0.7339,0.4131,41.3051
1357,合盛硅业,0.1126,0.0777,0.4374,0.1553,21.2061
1358,通威股份,0.1126,0.0805,1.5261,0.1333,16.5235
1359,林洋能源,0.1126,0.0259,0.5911,0.0602,17.8676
1360,美尔雅,0.1125,0.0353,8.6224,0.0644,6.8211
1361,方正科技,0.1124,0.0581,11.3961,0.0823,9.6878
1362,国电南瑞,0.1124,0.0613,0.721,0.1397,14.2306
1363,思特奇,0.1122,0.0739,1.0243,0.1852,18.598
1364,多喜爱,0.1122,0.1005,2.7963,0.3425,36.4705
1365,三木集团,0.1122,0.1013,25.0844,0.127,19.4621
1366,金信诺,0.11199999999999999,0.0572,1.8737,0.113,11.775
1367,智飞生物,0.11199999999999999,0.086,0.4035,0.2227,23.0948
1368,报喜鸟,0.11199999999999999,0.083,6.8379,0.248,26.7597
1369,未名医药,0.11199999999999999,0.0173,,0.0506,13.2102
1370,新疆众和,0.1119,0.0523,2.9534,0.0805,13.0419
1371,七彩化学,0.1118,0.0922,0.6484,0.3022,44.613
1372,生益科技,0.1116,0.1038,1.2556,0.2212,35.399
1373,海利尔,0.1115,0.0756,0.6651,0.1919,19.4959
1374,海立股份,0.1115,0.0911,3.1129,0.145,15.4568
1375,远光软件,0.1115,0.0529,0.7597,0.4055,42.1894
1376,中元股份,0.1114,0.0346,,0.2775,28.2135
1377,卫信康,0.1114,0.0673,1.1325,0.2465,24.985
1378,贵绳股份,0.1113,0.0951,9.0198,0.223,24.425
1379,灵康药业,0.1113,0.0899,1.0174,0.2694,36.8525
1380,易德龙,0.1113,0.1028,1.0382,0.4017,41.6694
1381,小天鹅A,0.1111,0.1114,1.2318,0.19,19.0733
1382,神宇股份,0.111,0.0648,0.9309999999999999,0.2737,30.8961
1383,贵州燃气,0.1109,0.0488,2.3689,0.0743,9.6761
1384,绝味食品,0.1109,0.1268,0.7685,0.6103,62.0954
1385,中富通,0.1108,0.0578,0.8855,0.1283,13.0444
1386,紫江企业,0.1108,0.0962,2.202,0.17600000000000002,19.5671
1387,三鑫医疗,0.1108,0.0712,1.4396,0.2712,28.6182
1388,太平鸟,0.1106,0.1285,1.5224,0.2742,31.789
1389,宜宾纸业,0.1104,0.0391,0.818,0.0429,5.1607
1390,摩恩电气,0.1104,0.0405,7.5931,0.0694,8.7308
1391,中航三鑫,0.1103,0.113,,0.1423,14.6883
1392,怡达股份,0.1102,0.0896,3.4644,0.26899999999999996,28.9119
1393,宝钛股份,0.1102,0.0517,2.2841,0.11,11.6027
1394,顾家家居,0.1101,0.0961,1.0029,0.1839,28.0877
1395,南卫股份,0.1099,0.0624,1.4332,0.1846,19.1101
1396,乐心医疗,0.1099,0.0969,3.8646,0.2457,24.6285
1397,银龙股份,0.1099,0.0956,1.6927,0.2703,27.7526
1398,*ST南糖,0.1098,0.068,,0.0683,8.908
1399,曲江文旅,0.1097,0.0684,1.9183,0.1303,20.1491
1400,超图软件,0.1095,0.0589,1.0642,0.1868,21.1672
1401,多氟多,0.1095,0.0525,3.252,0.1034,13.4032
1402,拉卡拉,0.1095,0.1234,1.0253,0.2953,29.8127
1403,金发拉比,0.1092,0.0463,1.2589,0.5599,55.9891
1404,伊利股份,0.1092,0.1812,1.3368,0.4407,44.9892
1405,和而泰,0.1092,0.0806,1.2371,0.1503,21.658
1406,东方精工,0.109,0.0803,,0.1457,18.5589
1407,亚翔集成,0.109,0.1271,1.5212,0.3009,30.0947
1408,华谊嘉信,0.1089,0.1331,,0.1393,17.3071
1409,金风科技,0.1088,0.0384,0.9521,0.0569,9.8902
1410,信捷电气,0.1087,0.0532,0.4317,0.4387,48.1894
1411,隆盛科技,0.1086,0.027999999999999997,4.1549,0.0759,9.4877
1412,海辰药业,0.1085,0.0972,0.9278,0.36200000000000004,48.3738
1413,建科院,0.1083,0.0507,1.3014,0.1066,14.2121
1414,双箭股份,0.1083,0.0691,0.9616,0.3489,34.9468
1415,力生制药,0.1082,0.0415,0.8795,0.2308,23.7571
1416,曲美家居,0.10800000000000001,0.0429,,0.0551,31.915
1417,英联股份,0.10800000000000001,0.0788,1.9983,0.1725,19.3205
1418,南山铝业,0.10800000000000001,0.0418,1.4342,0.1813,23.9163
1419,正川股份,0.1079,0.0571,0.7768,0.4611,48.2607
1420,宝鼎科技,0.1079,0.043,1.1687,0.1941,21.0956
1421,雪迪龙,0.1076,0.0478,0.7706,0.1796,45.8572
1422,燕塘乳业,0.1075,0.1056,3.0762,0.3458,45.1507
1423,贵州轮胎,0.1074,0.07,8.3155,0.1038,11.6994
1424,美的集团,0.1073,0.1057,1.2869,0.1627,21.3936
1425,佐力药业,0.1072,0.037000000000000005,2.9895,0.1078,13.1796
1426,江西长运,0.1071,0.0457,6.2681,0.0639,8.0277
1427,太龙照明,0.1069,0.0671,0.8718,0.2042,25.5511
1428,辰欣药业,0.1068,0.0775,0.8084,0.3719,40.3454
1429,山东赫达,0.1068,0.0738,1.2713,0.1774,26.0018
1430,濮阳惠成,0.1067,0.0743,0.6419,0.469,50.7048
1431,开能健康,0.1066,0.0593,0.275,0.2176,23.4493
1432,利亚德,0.1066,0.0562,0.6492,0.1203,14.5753
1433,双汇发展,0.1065,0.2325,1.0233,0.6222,63.8903
1434,珠江啤酒,0.1065,0.0353,1.1340000000000001,0.1095,15.6468
1435,昂利康,0.1065,0.0909,1.0982,0.2676,27.4714
1436,艾华集团,0.1064,0.0695,0.7699,0.1894,34.6614
1437,包钢股份,0.1064,0.048,2.1471,0.0744,8.9498
1438,兴发集团,0.1063,0.07400000000000001,2.3889,0.1104,13.8267
1439,横店东磁,0.1062,0.1013,0.9991,0.3347,36.6476
1440,英飞特,0.1062,0.0656,1.4589,0.1696,19.1671
1441,天神娱乐,0.1059,0.0321,,0.0442,6.144
1442,香山股份,0.1059,0.0907,2.8958,0.3873,38.778
1443,上海电影,0.1058,0.0353,0.4843,0.1415,16.2061
1444,正泰电器,0.1058,0.0609,0.7709,0.1145,16.9538
1445,永兴特钢,0.1057,0.1166,1.3119,0.5451,65.316
1446,纳尔股份,0.1056,0.099,1.3438,0.3785,37.8456
1447,盛洋科技,0.1054,0.0498,,0.0867,8.8843
1448,杭萧钢构,0.1054,0.0825,1.1347,0.1444,14.504000000000001
1449,鲁抗医药,0.1054,0.0535,2.0243,0.1004,15.4372
1450,广信股份,0.1054,0.0509,0.64,0.23800000000000002,24.8357
1451,航锦科技,0.1053,0.0954,0.7789,0.2293,23.2511
1452,科陆电子,0.1053,0.0298,,0.0409,5.2815
1453,蔚蓝生物,0.1053,0.0907,0.9227,0.2731,33.9536
1454,长电科技,0.1052,0.0729,,0.1134,13.6333
1455,大金重工,0.1051,0.0346,1.6243,0.0899,11.5099
1456,视源股份,0.105,0.2547,1.6801,0.5129,53.1042
1457,奥康国际,0.1049,0.0654,2.3416,0.353,35.3022
1458,泰瑞机器,0.1049,0.0634,0.8265,0.2377,24.0127
1459,恩华药业,0.1048,0.1004,0.7792,0.3764,41.1261
1460,天玑科技,0.1048,0.0262,0.7169,0.2704,27.7542
1461,吉林敖东,0.1046,0.0141,0.376,0.1018,29.3512
1462,寒锐钴业,0.1045,0.0843,0.413,0.1875,35.2383
1463,深赛格,0.1044,0.0235,7.1212,0.0358,5.6545
1464,万安科技,0.1043,0.0677,,0.1435,16.3162
1465,天奇股份,0.1043,0.0605,2.5931,0.1034,10.5272
1466,獐子岛,0.1042,0.08199999999999999,8.5747,0.0936,9.8609
1467,通富微电,0.1042,0.0539,4.9196,0.1008,14.8651
1468,华软科技,0.1041,0.0809,6.5917,0.1296,15.0996
1469,通润装备,0.1039,0.0889,0.9867,0.47100000000000003,48.0138
1470,陕鼓动力,0.1038,0.0289,1.3975,0.045,4.7809
1471,康普顿,0.1038,0.0883,1.1589,0.7599,95.0571
1472,国脉科技,0.1037,0.0226,0.9746,0.0753,12.5706
1473,金龙机电,0.1037,0.145,,0.3477,40.9443
1474,三丰智能,0.1035,0.0368,0.7945,0.1248,13.0961
1475,天地科技,0.1035,0.0496,1.3738,0.1121,14.6183
1476,银都股份,0.1033,0.0668,0.6182,0.2844,30.8986
1477,青岛海尔,0.1033,0.1136,1.9379,0.1697,23.6437
1478,瑞茂通,0.1032,0.1908,8.2564,0.264,28.2459
1479,华帝股份,0.1032,0.1189,0.9071,0.2402,24.2957
1480,东晶电子,0.1032,0.0382,,0.1896,20.154
1481,哈高科,0.10300000000000001,0.0308,1.725,0.1362,13.9125
1482,山西汾酒,0.10300000000000001,0.0817,0.6192,0.1806,18.1923
1483,古鳌科技,0.1029,0.0351,2.1382,0.1135,14.0956
1484,三毛派神,0.1029,0.0501,0.9115,0.0812,8.8304
1485,微光股份,0.1028,0.0605,0.6745,0.3512,36.0437
1486,赛升药业,0.1026,0.0531,0.5174,0.7145,74.77600000000001
1487,锐奇股份,0.1026,0.0494,,0.2438,24.6844
1488,凯利泰,0.1023,0.0267,0.2069,0.0892,15.7689
1489,贝通信,0.1022,0.0586,1.2276,0.1159,11.5947
1490,南京新百,0.1022,0.0675,,0.1782,19.2322
1491,兴齐眼药,0.1021,0.0621,4.8854,0.28600000000000003,35.4623
1492,阳普医疗,0.1019,0.0371,,0.0806,17.9474
1493,皖能电力,0.1019,0.0473,2.1376,0.0943,16.8701
1494,飞乐音响,0.1018,0.0278,,0.0285,3.4035
1495,汉商集团,0.1018,0.0639,4.0768,0.1094,11.5948
1496,同兴达,0.1017,0.0918,4.2462,0.1229,12.4174
1497,金一文化,0.1017,0.1071,,0.165,19.1821
1498,加加食品,0.1017,0.0694,1.5774,0.4072,47.4805
1499,S佳通,0.1016,0.1268,1.8574,0.3159,67.949
1500,S佳通,0.1016,0.1268,1.8574,0.3159,67.949
1501,乐歌股份,0.1015,0.0824,1.669,0.2246,22.7163
1502,牧原股份,0.1014,0.0455,2.5709,0.0841,9.9919
1503,光库科技,0.1014,0.0357,0.3599,0.1104,13.1437
1504,永冠新材,0.1014,0.1309,1.3124,0.4099,50.0479
1505,富邦股份,0.1013,0.0395,0.9686,0.1702,17.1653
1506,莱绅通灵,0.1013,0.0606,0.8058,0.4426,44.8253
1507,美锦能源,0.1013,0.0821,0.7419,0.145,16.6135
1508,山东矿机,0.1012,0.0597,1.0997,0.2788,28.1575
1509,拓普集团,0.1012,0.0555,0.8014,0.1656,18.5302
1510,欧亚集团,0.10099999999999999,0.0702,2.5837,0.0933,10.6871
1511,安记食品,0.1009,0.0491,0.8663,0.6951,69.5066
1512,紫光股份,0.1008,0.1003,1.6601,0.2695,30.2996
1513,日盈电子,0.1008,0.0568,1.6247,0.1819,19.0221
1514,金路集团,0.1008,0.1405,2.0271,0.3943,41.3852
1515,云南锗业,0.1007,0.0245,6.1557,0.1262,14.1846
1516,孚日股份,0.1006,0.0645,1.1947,0.1126,13.9956
1517,精准信息,0.1005,0.0232,0.5186,0.3377,34.1745
1518,福安药业,0.1003,0.0624,,0.4472,48.9901
1519,华信新材,0.1003,0.0515,0.6586,0.5326,69.3114
1520,威孚高科,0.1003,0.0419,0.3545,0.1969,22.5805
1521,太龙药业,0.1,0.0421,,0.0827,8.5085
1522,海陆重工,0.1,0.03,,0.0635,7.0064
1523,*ST东凌,0.0999,0.01,,0.1221,12.2125
1524,亿纬锂能,0.0999,0.0433,0.7454,0.0686,10.3807
1525,宝莱特,0.0998,0.0884,1.038,0.2744,38.169000000000004
1526,开创国际,0.0997,0.0826,1.3047,0.297,67.1607
1527,振江股份,0.0996,0.0326,1.6188,0.0651,6.9626
1528,阳煤化工,0.0995,0.0522,17.317,0.064,7.7148
1529,潮宏基,0.0993,0.059000000000000004,4.4943,0.1519,26.328000000000003
1530,久之洋,0.0992,0.0337,1.0124,0.2644,26.4399
1531,宁波水表,0.0992,0.1239,0.7429,0.3277,33.6333
1532,徐家汇,0.0991,0.0755,0.8419,0.4531,51.6043
1533,粤水电,0.099,0.0406,4.0314,0.0482,8.0651
1534,宁波韵升,0.0988,0.0362,2.1956,0.1931,19.727
1535,新疆天业,0.0988,0.0551,1.0305,0.1373,16.7544
1536,中金岭南,0.0988,0.1011,2.1678,0.2243,30.8599
1537,江海股份,0.0987,0.0477,0.7507,0.3127,33.5262
1538,山煤国际,0.0986,0.0778,2.6635,0.098,12.4699
1539,大参林,0.0986,0.1336,1.6619,0.2532,25.5891
1540,璞泰来,0.0986,0.049,0.5432,0.0922,11.1915
1541,纳思达,0.0985,0.0598,1.7725,0.0784,17.8433
1542,洪汇新材,0.0985,0.0752,0.6953,0.7744,94.9297
1543,中源协和,0.0985,0.0293,1.9753,0.0892,10.2627
1544,云南白药,0.0985,0.0866,0.7994,0.2515,25.8169
1545,双象股份,0.0984,0.1054,3.8258,0.3086,31.6896
1546,光一科技,0.0983,0.0235,1.9935,0.0559,9.2065
1547,晋亿实业,0.0983,0.07200000000000001,1.7739,0.1776,31.3031
1548,ST中新,0.0983,0.1441,,0.2075,21.7684
1549,英科医疗,0.0982,0.0766,1.0359,0.1613,17.3159
1550,汉嘉设计,0.0982,0.0789,1.2227,0.3719,37.5774
1551,向日葵,0.0982,0.0443,,0.0505,8.9333
1552,合康新能,0.098,0.0285,,0.0653,8.3228
1553,五洲新春,0.098,0.0452,1.3185,0.1131,12.0665
1554,三孚股份,0.0979,0.0949,0.9561,1.3607,143.2029
1555,尚品宅配,0.0979,0.1222,1.3631,0.2859,28.9247
1556,金冠股份,0.0978,0.0226,0.6124,0.1099,15.3308
1557,耀皮玻璃,0.0977,0.0517,3.5281,0.1048,13.3226
1558,新华锦,0.0976,0.1149,1.1641,0.6036,63.9828
1559,飞亚达A,0.0975,0.0921,1.8039,0.3221,32.4692
1560,光环新网,0.0974,0.0515,0.8581,0.1512,33.4724
1561,ST天宝,0.0973,0.0203,,0.0423,4.574
1562,台华新材,0.09699999999999999,0.0667,0.8370000000000001,0.1639,22.4495
1563,晨光文具,0.09699999999999999,0.1458,1.0249,0.3796,39.2783
1564,*ST海马,0.0969,0.0427,,0.0861,8.9652
1565,卧龙地产,0.0968,0.0448,0.4066,0.0722,8.091000000000001
1566,奥克股份,0.0967,0.1285,2.124,0.3088,34.3267
1567,*ST毅昌,0.0966,0.1733,,0.2013,20.8883
1568,凯乐科技,0.0965,0.0753,1.7881,0.1036,10.6434
1569,紫金矿业,0.0965,0.0907,2.1853,0.156,27.491
1570,老百姓,0.0964,0.1076,1.8115,0.1785,18.4604
1571,界龙实业,0.0963,0.0382,,0.0523,5.7732
1572,比亚迪,0.0963,0.0644,3.5214,0.0935,10.7429
1573,先达股份,0.0962,0.091,0.627,0.4223,47.5405
1574,海洋王,0.0962,0.055,0.6347,0.4123,41.276
1575,拓斯达,0.0962,0.0675,0.6759999999999999,0.1449,17.5256
1576,英力特,0.0961,0.0609,7.1122,0.3888,40.4899
1577,登云股份,0.096,0.0435,3.3155,0.1156,11.8025
1578,云煤能源,0.0959,0.0966,2.6277,0.2371,28.141
1579,兴森科技,0.0959,0.0704,1.3823,0.1603,22.8779
1580,歌尔股份,0.0958,0.0765,2.6957,0.1564,16.9216
1581,汉缆股份,0.0957,0.0802,2.4109,0.2745,29.0301
1582,宝利国际,0.0957,0.0663,4.8326,0.114,12.4034
1583,鼎捷软件,0.0957,0.0528,1.5955,0.1173,11.7347
1584,盘龙药业,0.0957,0.0573,0.7243,0.2271,25.0456
1585,科华恒盛,0.0955,0.0435,3.6053,0.0821,13.2299
1586,中恒电气,0.0955,0.0369,1.3224,0.2965,30.1725
1587,长园集团,0.0954,0.0377,,0.0545,7.6461
1588,威派格,0.0954,0.0586,0.5367,0.2871,31.3666
1589,海伦钢琴,0.0953,0.0444,0.9169,0.2111,21.1238
1590,鸿合科技,0.095,0.193,1.2314,0.3387,35.5731
1591,燕京啤酒,0.0948,0.0608,4.7999,0.2733,27.7449
1592,山东华鹏,0.0948,0.0261,6.7728,0.049,5.9336
1593,美思德,0.0947,0.0348,0.7076,0.3018,32.8593
1594,华泰股份,0.0947,0.0993,1.9398,0.2262,27.9842
1595,金财互联,0.0945,0.023,0.3794,0.1399,16.2765
1596,阿科力,0.0944,0.0591,1.1936,0.2549,26.0824
1597,龙津药业,0.0943,0.0402,2.2924,0.2408,31.8789
1598,齐心集团,0.0939,0.0567,2.0599,0.0882,8.9578
1599,四通新材,0.0938,0.0962,1.5621,0.1732,20.4383
1600,泸天化,0.0937,0.0586,1.179,0.179,34.3713
1601,初灵信息,0.0936,0.0253,,0.1755,17.8044
1602,新通联,0.0935,0.076,1.9880000000000002,0.3078,31.7848
1603,广东鸿图,0.0935,0.0668,1.3737,0.1576,18.9011
1604,黄山胶囊,0.0934,0.0353,0.8079,0.3298,45.8089
1605,精研科技,0.0934,0.0499,2.2159999999999997,0.2125,22.2424
1606,新安股份,0.0932,0.1014,0.8197,0.2672,30.289
1607,裕同科技,0.0931,0.0722,0.8163,0.1548,19.5974
1608,富煌钢构,0.09300000000000001,0.0464,3.6460000000000004,0.0664,7.3358
1609,外高桥,0.0929,0.023,0.8079,0.0351,4.6932
1610,超声电子,0.0928,0.0844,1.3889,0.2676,28.473000000000003
1611,万顺新材,0.0927,0.0616,2.7297,0.11,14.7626
1612,兰州民百,0.0927,0.0224,0.0809,0.0475,5.6678
1613,新兴铸管,0.0926,0.0724,1.8449,0.1246,14.8943
1614,ST天润,0.0925,0.0174,,0.0993,13.5121
1615,国泰集团,0.0925,0.0294,1.0505,0.1087,12.8407
1616,如通股份,0.0925,0.0197,0.5782,0.2073,26.9631
1617,TCL集团,0.0925,0.0544,2.5796,0.0795,13.3019
1618,黄河旋风,0.0924,0.0262,,0.0442,5.3386
1619,悦达投资,0.0923,0.018000000000000002,4.0867,0.0479,5.2256
1620,隆华科技,0.0922,0.0335,0.9991,0.0917,10.5207
1621,恒实科技,0.0922,0.032,0.8305,0.1243,12.8282
1622,杭钢股份,0.0922,0.0945,1.2455,0.34299999999999997,38.4952
1623,红日药业,0.0919,0.0519,1.7979,0.4277,46.3877
1624,捷荣技术,0.0918,0.0804,7.922000000000001,0.1505,16.1388
1625,红旗连锁,0.0917,0.1381,2.0559,0.3037,30.3655
1626,ST狮头,0.0911,0.0169,0.5847,0.1411,15.3109
1627,梦网集团,0.091,0.0379,2.7769999999999997,0.1215,12.3928
1628,中泰化学,0.091,0.109,2.4959,0.1644,22.9018
1629,万通地产,0.0907,0.0253,0.7671,0.0617,11.334000000000001
1630,海得控制,0.0907,0.0722,,0.1465,14.812000000000001
1631,锦州港,0.0906,0.0325,2.176,0.0528,8.0292
1632,恒为科技,0.0905,0.0427,0.3792,0.2432,24.4966
1633,扬子新材,0.0904,0.0882,3.8254,0.1344,18.0609
1634,福瑞股份,0.0904,0.0367,1.7343,0.126,33.9292
1635,润达医疗,0.0904,0.0714,1.2473,0.1221,14.9911
1636,太原重工,0.0904,0.0184,14.5383,0.0212,2.6072
1637,常山北明,0.0899,0.0614,4.7432,0.1078,13.5143
1638,倍加洁,0.0899,0.0631,0.7195,0.3325,34.3208
1639,网达软件,0.0898,0.0201,2.2681,0.1691,19.9472
1640,弘讯科技,0.0897,0.0386,1.2529,0.1636,17.3106
1641,龙星化工,0.0896,0.0949,2.0826,0.1678,17.2712
1642,德生科技,0.0896,0.0487,0.5708,0.2341,23.6082
1643,新奥股份,0.0896,0.052000000000000005,0.8694,0.0862,13.1089
1644,瑞泰科技,0.0896,0.092,4.7871,0.125,12.9639
1645,长盈精密,0.0895,0.0787,87.3089,0.1469,15.8922
1646,三友化工,0.0894,0.0712,1.0605,0.1331,20.1875
1647,维宏股份,0.0894,0.038,,0.293,35.5174
1648,碳元科技,0.0892,0.0361,0.9492,0.1279,12.9402
1649,大港股份,0.0892,0.0209,,0.0386,4.3623
1650,博敏电子,0.0891,0.0454,1.3921,0.1118,12.0456
1651,粤桂股份,0.08900000000000001,0.0706,3.386,0.2223,25.7399
1652,长海股份,0.0885,0.062,0.7416,0.3191,35.4812
1653,恒天海龙,0.0885,0.0717,9.7681,0.2903,32.9607
1654,三全食品,0.0883,0.1061,4.8191,0.192,20.9046
1655,北大医药,0.0883,0.0954,4.5396,0.2188,21.941999999999997
1656,晨化股份,0.0883,0.0778,0.8059999999999999,0.5357,65.8891
1657,齐峰新材,0.0883,0.0745,5.5656,0.3302,33.6438
1658,水星家纺,0.0881,0.0866,0.8405,0.4134,42.2155
1659,卧龙电驱,0.08800000000000001,0.0528,1.4167,0.0813,10.7024
1660,恒泰艾普,0.0879,0.0236,2.7346,0.0676,7.7808
1661,新乳业,0.0879,0.1031,1.7730000000000001,0.162,19.088
1662,江河集团,0.0878,0.0516,1.9071,0.0765,8.0187
1663,立讯精密,0.0877,0.0862,1.1169,0.159,18.292
1664,日月股份,0.0875,0.0509,0.7333,0.1912,20.245
1665,雄韬股份,0.0875,0.0616,2.9494,0.1489,15.3873
1666,东方电子,0.0874,0.0516,1.1915,0.142,14.9652
1667,奥佳华,0.0873,0.0798,1.0742,0.1789,18.4955
1668,嘉诚国际,0.0872,0.0517,0.7063,0.2558,26.9085
1669,上海亚虹,0.0872,0.0981,1.2954,0.3884,40.9594
1670,远东传动,0.0872,0.0534,0.5525,0.4093,45.2591
1671,当升科技,0.0872,0.065,0.9048,0.2608,30.0624
1672,鼎信通讯,0.087,0.0433,0.7445,0.1665,25.3273
1673,梅轮电梯,0.0869,0.0418,1.2786,0.1263,12.9334
1674,冰轮环境,0.0868,0.0517,1.0369,0.1015,10.7974
1675,因赛集团,0.0867,0.0893,0.5591,0.354,35.3961
1676,昌红科技,0.0867,0.057999999999999996,1.0812,0.4126,42.9469
1677,七匹狼,0.0866,0.0355,0.8356,0.1092,11.2038
1678,迪贝电气,0.0866,0.0771,1.2829,0.5939,61.8109
1679,大洋电机,0.0865,0.0513,,0.0948,13.5373
1680,长缆科技,0.0865,0.033,0.4682,0.1901,22.4462
1681,利尔化学,0.0864,0.053,0.5342,0.1206,19.7955
1682,百川股份,0.0864,0.0923,2.4723,0.1751,17.5646
1683,伟隆股份,0.0862,0.038,0.3846,0.1712,18.1261
1684,汇纳科技,0.0861,0.0351,0.3223,0.2585,26.7448
1685,中国中车,0.0861,0.0528,1.4517,0.0908,10.0182
1686,新美星,0.0861,0.0347,1.0281,0.0643,6.6105
1687,正裕工业,0.0861,0.0584,0.8712,0.1331,13.6915
1688,卫宁健康,0.0861,0.0292,0.4038,0.1287,14.043
1689,蒙娜丽莎,0.0858,0.0631,0.7598,0.1518,16.1272
1690,哈工智能,0.0857,0.0454,1.71,0.0757,8.7894
1691,高能环境,0.0856,0.038,0.8117,0.0593,8.686
1692,科达利,0.0853,0.0482,2.121,0.1464,14.9806
1693,九典制药,0.0851,0.0723,0.9479,0.3032,43.4243
1694,圆通速递,0.0851,0.11699999999999999,1.2093,0.2858,48.5157
1695,易尚展示,0.085,0.0317,0.8802,0.0477,8.0088
1696,科创新源,0.0847,0.0416,0.6823,0.2937,31.8545
1697,南方传媒,0.0846,0.0508,0.7142,0.1248,14.5445
1698,浙江医药,0.0846,0.0577,1.7723,0.2953,30.725
1699,紫光学大,0.0843,0.0668,23.7728,0.0682,6.8523
1700,美盈森,0.0843,0.043,0.698,0.1537,16.5173
1701,中能电气,0.0842,0.0386,4.17,0.0616,8.1286
1702,广信材料,0.0842,0.03,0.9886,0.1031,11.2404
1703,海联讯,0.0842,0.028999999999999998,2.0277,0.0813,8.1889
1704,梦洁股份,0.0841,0.0572,2.0935,0.1513,16.265
1705,联明股份,0.084,0.0421,0.8290000000000001,0.1147,15.0849
1706,华北制药,0.084,0.0432,5.3103,0.0624,7.2315
1707,新纶科技,0.0839,0.0277,0.9458,0.0587,7.5633
1708,创元科技,0.0839,0.0571,1.6038,0.1125,12.1006
1709,国芳集团,0.0838,0.0934,1.8637,0.2911,35.3904
1710,ST景谷,0.0837,0.0269,1.7418,0.0295,7.3443
1711,宝通科技,0.0836,0.055999999999999994,0.6269,0.1937,29.9191
1712,龙溪股份,0.0835,0.0322,1.0128,0.1072,16.526
1713,春风动力,0.0835,0.1021,1.7895,0.19699999999999998,20.0662
1714,同大股份,0.0834,0.0532,1.3583,0.3307,38.0906
1715,凌钢股份,0.0833,0.1082,1.4458,0.2025,20.3656
1716,北斗星通,0.0833,0.0388,1.9339,0.1106,15.3554
1717,天士力,0.083,0.0593,0.9384,0.107,17.5418
1718,山东墨龙,0.083,0.0559,3.609,0.0805,8.9245
1719,佳电股份,0.083,0.05,0.5802,0.1154,13.6133
1720,理邦仪器,0.0829,0.0571,0.955,0.44799999999999995,56.5692
1721,金逸影视,0.0829,0.057,1.0605,0.1714,22.2988
1722,迪生力,0.0826,0.0822,3.8735,0.3297,36.4573
1723,意华股份,0.0825,0.0648,1.5457,0.1841,18.8168
1724,河钢股份,0.0825,0.0478,2.2789,0.0667,7.7569
1725,太极实业,0.0824,0.0722,1.9125,0.1204,14.3129
1726,宁波华翔,0.0823,0.0756,1.2068,0.1777,19.982
1727,康拓红外,0.0823,0.0298,0.3399,0.2224,28.6631
1728,海南橡胶,0.0822,0.0372,2.5076,0.1127,15.7375
1729,文峰股份,0.0821,0.0831,2.161,0.2908,29.676
1730,山西焦化,0.0821,0.0294,0.3943,0.057,6.6533
1731,易事特,0.0821,0.0319,0.6586,0.0548,6.9056
1732,蓝色光标,0.0819,0.1116,4.5905,0.1801,22.9312
1733,顾地科技,0.0819,0.0509,,0.0858,8.8628
1734,海南瑞泽,0.0816,0.0388,2.0654,0.0746,9.1859
1735,通化金马,0.0815,0.0285,0.5186,0.1367,22.1826
1736,阳光照明,0.0814,0.0692,1.1536,0.1594,19.4416
1737,ST安通,0.0813,0.0751,1.6638,0.1089,19.0294
1738,当代明诚,0.0812,0.0204,2.6801,0.0339,5.8867
1739,高澜股份,0.0812,0.0415,0.9229,0.0892,9.5785
