,name,mbrg,nprg,nav,targ,epsg,seg
1790,人民同泰,-11.9075,1.4393,-1.9906,-8.862,1.4369999999999998,-1.9903
1791,中恒集团,61.0954,1.3977,5.9578,5.4804,5.8824,5.9596
1792,黔源电力,-1.271,1.3328,7.4429,-2.4763,14.8046,11.7204
1793,宏辉果蔬,11.5544,1.3324,7.4883,24.8441,-21.2766,4.7877
1794,中源家居,13.1997,1.3211,248.97299999999998,98.8925,-21.0145,248.97299999999998
1795,陕西煤业,12.3642,1.294,13.3496,14.3467,5.7692,14.5622
1796,上海九百,-21.9269,1.2931,-3.534,-7.7522,1.2768,-3.534
1797,桂东电力,16.48,1.2726,-5.2263,12.9466,7.9634,-7.6225
1798,大众交通,42.2113,1.2366,-6.0534,-2.0736,1.0257,-6.8026
1799,信立泰,11.9915,1.2319,11.5724,15.1568,0.0,10.0445
1800,北京文化,-8.7774,1.2218,6.2318,17.7424,5.8493,6.292999999999999
1801,卫光生物,10.3562,1.2198,8.5307,6.1577,-11.5854,8.5307
1802,荣安地产,-6.952000000000001,1.2194,12.5265,84.2781,12.2797,12.571
1803,隆平高科,12.2162,1.2035,16.4113,18.3955,3.2787,15.6206
1804,大连圣亚,0.8395,1.1957,23.1673,54.3194,-25.7465,15.0625
1805,百川股份,22.8349,1.1864,1.2353,8.582,-9.0909,1.2353
1806,佛燃股份,18.6865,1.1766,8.051,5.3682,-5.7971,8.1534
1807,京粮控股,-6.4226,1.1643,9.1771,-19.1575,20.0,8.1437
1808,广汽集团,0.521,1.1466,10.6608,10.4658,-35.1515,10.3497
1809,新华文轩,11.4445,1.1169,5.6456,8.1471,1.3333,5.6465
1810,重庆燃气,11.5074,1.0504,3.9459,1.319,-4.3478,3.8504
1811,德尔股份,50.3728,1.0461,15.752,10.5369,0.8688,15.8592
1812,皖通高速,3.6883,1.0148,5.4941,4.2627,2.9027,7.3664
1813,上实发展,19.7657,1.0092,-1.6279,-4.1441,-23.4043,0.1375
1814,深圳机场,8.3843,1.0049,3.8962,2.5659,0.9922,4.1932
1815,飞科电器,3.1952,0.9945,8.0183,13.558,1.0417,7.9453
1816,鼎胜新材,11.8579,0.9837,43.9893,4.8062,-9.3333,44.1273
1817,天润曲轴,12.7067,0.8967,6.2608,2.2481,0.0,8.3496
1818,杭州解百,2.2271,0.8909999999999999,4.4719,4.1922,-16.0,2.656
1819,亚厦股份,1.4409,0.8543,4.3102,4.9165,3.7037,5.306
1820,大族激光,-4.59,0.8399,18.019000000000002,34.3335,3.2051,19.2828
1821,顺灏股份,5.4527,0.8156,-6.9211,-8.2558,-6.6667,-7.4484
1822,众业达,12.5476,0.8108,1.7667,2.4353,2.7027,4.1975
1823,安琪酵母,15.7534,0.7889,11.2305,11.8704,1.1187,11.7136
1824,天顺风能,16.7934,0.7884,7.6399,26.8672,0.0,7.5779
1825,建艺集团,21.2087,0.7807,6.9672,10.6798,-40.708,7.0411
1826,张裕A,4.2513,0.7439,7.7632,4.6342,0.6623,7.8568
1827,中原内配,6.1453,0.7390000000000001,12.2989,8.3644,-2.6043,12.585999999999999
1828,正川股份,17.1226,0.7158,3.4684,6.0977,-39.5604,3.4684
1829,农尚环境,8.3867,0.6868,7.6471,23.5643,0.0,7.6471
1830,宁波建工,5.3952,0.6812,11.6156,4.856,2.6004,5.7957
1831,恒通科技,-27.7276,0.6505,2.8395,5.5101,-19.4444,2.8418
1832,赛升药业,90.3701,0.579,10.1744,12.5196,-49.5726,10.1778
1833,江苏新能,3.8878,0.5496,33.69,18.9611,-9.6774,36.0928
1834,瑞特股份,17.6787,0.5076,24.0127,21.991999999999997,-39.0909,24.0127
1835,华数传媒,7.0634,0.467,2.9009,2.4471,0.0,2.9009
1836,通用股份,2.1615,0.4556,2.762,10.4389,0.0,2.762
1837,蔚蓝生物,1.8176,0.4419,6.5568,6.9918,-2.7027,4.6731
1838,鸣志电器,16.3141,0.3939,9.3302,13.6395,-24.9568,9.2947
1839,瑞尔特,8.3357,0.3938,5.5724,7.5291,-37.0,5.5724
1840,康欣新材,25.9285,0.3878,10.6096,19.9411,0.2217,10.4277
1841,烽火通信,15.0977,0.3798,4.0191,0.3078,-2.5641,5.0584
1842,万丰奥威,8.1343,0.3341,4.6768,33.2741,7.3171,5.3481
1843,大丰实业,5.1711,0.3177,11.9533,20.3469,-5.0,11.8688
1844,金奥博,-3.1197,0.2791,10.9614,8.9329,-21.6216,8.0469
1845,宏发股份,14.2781,0.2777,13.355,16.3184,-27.1318,12.4325
1846,佛慈制药,8.6685,0.2508,6.0803,7.3013,0.2757,6.0803
1847,中材节能,11.2637,0.2469,4.997,3.6288,-2.4771,5.4129
1848,锦浪科技,0.9597,0.2122,50.9489,29.8387,0.5102,50.9489
1849,丹邦科技,8.3328,0.16399999999999998,1.3667,-6.6232,0.0,1.3667
1850,中公高科,8.5222,0.1281,6.8311,1.5901,-12.1951,6.8787
1851,至正股份,33.2982,0.1256,6.6226,30.2037,-5.5556,6.6226
1852,爱柯迪,15.3065,0.0477,8.2384,8.5018,-15.3846,8.0321
1853,新华网,4.4527,0.0451,3.2471,5.2509,-0.1273,3.8256
1854,卫星石化,22.489,0.0311,11.6069,34.9084,-14.4231,11.6976
1855,中国神华,6.172999999999999,-0.0167,7.9607,3.5468,-2.6060000000000003,8.7155
1856,四川长虹,7.4103,-0.0897,2.7175,9.2968,-9.3264,1.235
1857,中国中车,3.8245,-0.1002,5.5087,-4.7039,2.6316,5.6755
1858,通化东宝,5.7989999999999995,-0.1397,4.3383,14.9517,-16.3265,4.3385
1859,唐山港,33.1829,-0.14400000000000002,7.2762,5.5684,-15.625,8.5005
1860,欧亚集团,11.575999999999999,-0.1502,7.771,3.0259,-14.9531,5.5119
1861,中钢国际,6.4585,-0.1806,-2.2681,14.9131,5.5974,-1.3742
1862,三角轮胎,-5.172999999999999,-0.1989,17.0438,-0.4136,0.0,17.0435
1863,中亚股份,4.6937,-0.2123,-5.209,-5.1118,0.0,-5.7715
1864,华金资本,10.7033,-0.2279,8.1414,10.4586,13.2049,6.112
1865,齐翔腾达,25.6358,-0.2346,11.65,19.3941,-2.0833,9.6831
1866,东华能源,49.7718,-0.2962,9.9991,19.6141,1.2191,10.0351
1867,飞龙股份,5.7978,-0.3199,6.9491,17.2412,2.7778,7.0902
1868,ST昌九,-4.4739,-0.3409,12.4591,-9.5729,-72.2992,16.7277
1869,太阳纸业,15.2115,-0.3526,16.669,13.3053,7.5,21.7735
1870,九鼎投资,7.8231,-0.3665,47.239,24.6854,-12.249,7.5481
1871,通威股份,5.5422,-0.509,11.1029,50.63,0.32799999999999996,10.482999999999999
1872,亚普股份,10.9352,-0.547,42.6473,12.9376,-6.7568,43.713
1873,华懋科技,-0.6208,-0.5819,8.1278,7.33,-29.1339,8.1278
1874,嘉麟杰,-0.4693,-0.5948,-0.5634,-24.8641,-37.574,-0.6168
1875,凌钢股份,15.5037,-0.7818,16.5832,8.2804,-10.4167,16.5832
1876,榕基软件,9.4991,-0.8115,2.0288,-2.5285,6.2619,2.3047
1877,福星股份,-7.9194,-0.8752,1.5539,-3.1087,31.4607,6.372999999999999
1878,石大胜华,11.7378,-0.9525,2.3071,5.0914,9.7826,2.8496
1879,松发股份,4.0393,-1.0368,4.0486,2.7761,-42.3077,3.0694
1880,新坐标,11.1102,-1.1481,16.309,15.0649,-28.4153,16.3212
1881,中国天楹,14.5841,-1.1547,8.0742,8.3472,-7.3453,7.2538
1882,民生银行,,-1.1626,10.5664,1.5712,-15.5556,10.8462
1883,联诚精密,9.1351,-1.2279,2.9239,6.4586,-29.1139,2.9896
1884,力星股份,6.4703,-1.2281,-3.1058,-1.2013,-2.1002,-3.1058
1885,乐凯新材,2.4112,-1.2608,9.5495,8.2253,-1.2588,9.5495
1886,新界泵业,-0.5543,-1.2904,-2.2315,-0.1844,4.0,-2.4799
1887,承德露露,0.4779,-1.3128,-3.7692,1.11,0.0,-3.8143
1888,中鼎股份,5.0751,-1.3577,8.3861,4.7265,-1.0753,8.8935
1889,深科技,13.0278,-1.4852,7.7234,-6.3864,-2.0658,7.3295
1890,海天精工,-0.6692,-1.5207,6.117999999999999,0.1527,-5.0,6.3797
1891,金融街,-13.3467,-1.5892,10.3606,18.6169,7.9208,8.1452
1892,宏达高科,0.5844,-1.6441,-1.203,-4.0521,-7.2727,-1.3459999999999999
1893,朗迪集团,20.0384,-1.6614,7.845,10.1818,-30.0,7.845
1894,国城矿业,-1.1782,-1.7641,6.8309,10.3931,-1.7926,7.8423
1895,沪宁股份,7.4247,-1.8017,5.1441,6.9744,-13.4615,5.1441
1896,斯莱克,34.7786,-1.8030000000000002,-3.616,17.5652,-45.4545,-3.295
1897,徐家汇,-1.5665,-1.8341,3.9686,2.178,-2.627,3.8089
1898,科华控股,50.0919,-1.8614,89.50299999999999,57.3342,-25.2336,89.50299999999999
1899,云赛智联,6.0724,-2.0197,4.9826,1.6744,-3.8647,4.7714
1900,海顺新材,35.03,-2.0335,12.806,32.7674,-32.6531,5.3992
1901,汉宇集团,2.0208,-2.1132,-9.6723,-1.8302,-43.7708,-9.5853
1902,广州浪奇,1.3821,-2.1138,2.8627,46.8031,-37.5,2.8659
1903,国科微,-2.8279,-2.177,4.7508,49.7868,-9.0909,5.9372
1904,新开源,42.9205,-2.2277,-2.0115,17.5867,-25.4545,-2.0919
1905,江苏舜天,-2.4543,-2.3099,3.9343,1.0590000000000002,3.0558,5.1678
1906,网宿科技,17.9574,-2.3653,8.9132,16.3447,-2.9412,9.0597
1907,皖新传媒,12.8876,-2.5045,7.3355,7.1852,-1.7857,7.5942
1908,中电兴发,21.2478,-2.5679,-1.2603,6.4612,2.4121,-2.3358
1909,建科院,3.9745,-2.576,5.6271,22.5344,-12.9746,6.0017
1910,英联股份,78.8513,-2.5975,13.3767,60.5608,-8.3333,8.0295
1911,冀东装备,15.0911,-2.6106,20.1357,12.572000000000001,42.8571,2.9411
1912,金银河,31.0317,-2.6426,9.6916,28.2365,-6.0606,9.722999999999999
1913,福鞍股份,6.9179,-2.6830000000000003,0.5429999999999999,0.696,-2.5172,0.6194
1914,星辉娱乐,2.353,-2.6905,5.7371,-0.4022,5.5556,8.7414
1915,金城医药,7.8884,-2.7359,3.819,7.8038,-12.987,3.7562
1916,同济堂,10.0067,-2.8219,4.7222,21.1681,2.7778,4.1365
1917,鲁泰A,7.3306,-2.8444,-0.6334,3.6098,-1.0989,-1.1671
1918,东方环宇,-5.7976,-2.8702,107.6761,69.9684,-13.75,107.5971
1919,明星电力,5.7323,-2.8926,7.0087,4.9999,3.3333,7.3009
1920,会稽山,-7.3649,-2.8979,4.0718,9.0234,-2.7027,4.0658
1921,京山轻机,46.3617,-2.9378,52.9085,72.0187,-15.625,50.0265
1922,横店影视,8.2181,-2.9809,10.9696,5.9052,-11.25,10.9696
1923,威唐工业,16.4895,-2.9857,6.0209,3.5946,-60.2567,9.6865
1924,奥美医疗,18.4906,-2.9992,20.313,27.6152,-1.8065,20.6454
1925,云天化,-5.3464,-3.0147,24.4807,6.7093,-39.2016,20.2215
1926,分众传媒,21.1239,-3.0329,36.3719,22.2886,-18.3673,36.9105
1927,吉艾科技,15.5638,-3.2904,3.1796,22.6479,-50.0,12.5881
1928,南京公用,-2.8096,-3.3112,1.0853,4.7082,-3.5852,3.1561
1929,桂冠电力,8.4243,-3.3478,-1.2818,11.3258,-5.0229,-5.4474
1930,长虹美菱,4.1241,-3.3765,-0.4193,-2.5042,18.9711,-0.6996
1931,凌云股份,3.435,-3.4103,8.0715,12.0047,-17.8082,4.9696
1932,祥龙电业,-36.0763,-3.4116,3.9257,1.0717,0.0,7.0348
1933,三鑫医疗,31.5522,-3.4438,4.9,23.3986,-3.7037,4.6533
1934,万华化学,14.1144,-3.6041,27.6265,16.8393,-5.1345,23.8244
1935,*ST新亿,-96.081,-3.7009,1.1771,34.9052,-4.3478,1.5752
1936,冀中能源,5.2825,-3.7112,3.6417,-0.0275,-18.0611,3.1318
1937,华大基因,21.0381,-3.7391,-0.1309,2.7307,-7.619,0.3937
1938,湖南盐业,4.484,-3.8077,31.4883,15.1011,-22.1473,32.3077
1939,力盛赛车,32.8692,-3.8455,8.6739,23.1858,-56.5217,6.3833
1940,东音股份,12.9705,-3.8895,20.6449,55.934,-3.4483,20.6449
1941,京投发展,28.2677,-3.9066,8.5568,14.3705,11.6279,9.0093
1942,建研院,11.4007,-4.0308,9.8261,13.9488,-43.4783,8.2791
1943,华仁药业,5.4871,-4.0523,45.5413,9.1188,-14.899000000000001,46.8099
1944,振静股份,-5.582999999999999,-4.0609,5.8637,2.6612,-28.5714,4.0847
1945,特变电工,3.5901,-4.0824,14.5883,10.762,-19.8005,11.1569
1946,迦南科技,30.0482,-4.1577,2.7392,12.9017,-23.5294,1.175
1947,中山金马,4.4787,-4.1766,129.2244,68.3012,-4.1056,129.2244
1948,快意电梯,17.0473,-4.1921,5.707999999999999,6.4903,-10.6321,5.7173
1949,新黄浦,-40.0127,-4.1959,8.9785,17.0303,-26.0748,8.6965
1950,岱美股份,31.6112,-4.2018,7.3748,34.8575,-11.1111,7.3991
1951,安记食品,33.5811,-4.2557,-10.2326,-8.9889,-29.4118,-10.2326
1952,锋龙股份,0.5606,-4.2943,123.9666,80.8409,-23.6111,123.9666
1953,阳光照明,11.4713,-4.3346,7.0228,1.6351,-7.1429,6.9535
1954,生益科技,11.4358,-4.3455,6.5926,0.3501,-36.4865,6.3925
1955,金信诺,13.4072,-4.3636,-3.3858,-13.6595,-20.6897,4.9118
1956,上海亚虹,11.0652,-4.3971,7.0598,2.9295,-4.4444,7.0598
1957,荃银高科,-3.9210000000000003,-4.3982,8.4893,20.0696,6.6667,8.7324
1958,铁岭新城,1847.2648,-4.4004,3.113,-2.3659,-2.5,3.113
1959,兆丰股份,-18.2566,-4.4083,5.928999999999999,1.4227,-22.2222,5.8922
1960,蓝盾股份,2.9533,-4.4123,11.8538,19.305,-2.8571,11.57
1961,凯龙股份,37.2537,-4.4385,17.0131,59.2865,-56.3636,8.3687
1962,永福股份,21.5394,-4.4601,6.8389,18.1628,-24.366,6.8389
1963,长白山,19.445999999999998,-4.4673,6.4004,12.5816,-7.4074,6.4004
1964,东方创业,5.732,-4.4767,-9.5003,-6.3449,-12.1212,-9.8934
1965,新澳股份,10.9928,-4.5011,5.2891,13.0718,-13.5593,5.2935
1966,福莱特,2.417,-4.5043,12.8687,16.7576,-4.1667,12.8687
1967,五矿资本,-16.8943,-4.5219,4.0985,1.9617,-15.493,3.7107
1968,航天科技,-0.0144,-4.6973,4.7951,3.6019,-38.5189,4.8397
1969,明德生物,6.818,-4.7075,143.9317,140.5674,-17.5573,144.4818
1970,中国交建,1.671,-4.8081,16.3835,12.9659,-4.9587,8.7753
1971,易见股份,-12.2265,-4.8239,6.1031,2.0106,0.0,6.0899
1972,深物业A,-4.0435,-4.864,14.3246,7.9148,-4.8598,14.2471
1973,中国卫星,2.6781,-4.8772,4.9407,7.0659,0.0,5.5508
1974,湖南发展,9.0899,-4.9065,1.7391,1.9334,5.2632,2.4525
1975,荣盛石化,29.6227,-4.9726,38.9693,95.6616,-48.0769,46.7988
1976,海量数据,3.6151,-5.0529,13.8846,8.3463,-34.6642,13.9413
1977,中国国航,12.6987,-5.0582,5.9254,3.3931,-1.8519,8.2389
1978,威帝股份,1.3468,-5.0629,15.8173,36.9575,-5.2632,15.8173
1979,安靠智电,-11.0074,-5.2498,5.2209,4.1202,-38.4244,5.1601
1980,富邦股份,8.7925,-5.2677,41.3581,23.0539,-54.5455,42.9026
1981,卓胜微,-5.3169,-5.3528,52.3629,49.1695,-4.4499,53.0705
1982,光迅科技,8.2578,-5.3595,8.7508,17.7983,0.0,9.6964
1983,华达科技,27.7431,-5.5465,8.3351,20.1488,-53.1915,2.2967
1984,赛隆药业,19.7832,-5.5813,7.2587,5.6924,-23.2769,7.2587
1985,晨丰科技,12.9089,-5.6203,10.6974,38.4856,-44.8276,7.7168
1986,中成股份,-42.9808,-5.6705,1.002,0.0377,-4.5393,1.002
1987,隆鑫通用,5.9751,-5.7826,-2.3767,5.2945,-4.3478,-3.43
1988,新凤鸣,42.2217,-5.9051,25.6389,55.3646,-35.0,25.6389
1989,龙马环卫,11.6293,-5.9515,7.8791,7.0435,-17.5258,8.0003
1990,台华新材,9.0085,-5.9802,12.4636,30.8809,-14.8649,12.4636
1991,安科生物,33.3205,-6.0439,14.2409,12.1032,-32.359,14.4511
1992,顺丰控股,27.9184,-6.0520000000000005,12.7741,24.2011,-8.0357,11.873
1993,吉林森工,50.718,-6.0699,17.3718,8.2318,100.0,17.8262
1994,云意电气,2.6716,-6.0756,7.8014,7.273,0.0,8.3961
1995,华菱星马,21.7207,-6.0974,2.0261,17.3449,10.0,2.1348
1996,中远海发,2.4938,-6.1491,6.9122,-0.8632,-5.1958,10.8378
1997,九州通,17.8428,-6.2084,4.3221,28.1006,-16.092,0.9107
1998,成都路桥,37.1532,-6.2258,1.1475,6.0141,-1.3158,0.6572
1999,韦尔股份,64.7401,-6.2579,38.1091,62.8326,-5.8824,38.6341
2000,新疆浩源,12.9824,-6.3069,9.5045,10.6899,-5.5556,5.8015
2001,华扬联众,30.8074,-6.332000000000001,10.0857,30.4226,-38.7097,11.2978
2002,维力医疗,18.4062,-6.3369,4.4434,39.9497,3.125,3.9689
2003,有友食品,11.2386,-6.3802,25.3799,13.9576,-7.0588,25.3799
2004,太安堂,2.3575,-6.501,5.8059,6.3781,-7.8947,5.5889999999999995
2005,瑞康医药,45.613,-6.6242,16.8661,29.1036,-22.8358,8.2683
2006,大元泵业,-0.8578,-6.6389,12.6391,8.7468,-43.0279,12.6391
2007,伯特利,7.577000000000001,-6.6735,69.7459,30.0196,-20.0,73.4476
2008,超华科技,-3.1401,-6.6799,-8.79,-4.9483,-6.5657,-9.0469
2009,大豪科技,1.6704,-6.7187,-4.569,-6.7077,-54.5455,-4.5859
2010,淳中科技,10.0789,-6.7903,159.0917,144.0416,-49.2308,159.3354
2011,威孚高科,-3.2782,-6.8342,7.1694,3.2674,-7.0588,7.2673
2012,万向德农,2.373,-6.8392,0.621,2.821,-11.5385,1.4955
2013,航天电子,3.6453,-6.858,7.5056,15.6201,-13.8462,4.2615
2014,名雕股份,2.6425,-6.8652,6.4052,9.3161,-12.8205,4.9216
2015,西藏药业,12.2598,-6.916,10.3527,8.6697,-12.0879,10.2424
2016,爱乐达,-5.7585,-7.002999999999999,7.1732,7.9446,-54.6875,7.1732
2017,四川成渝,-25.2412,-7.0318,4.1981,5.5975,-4.4062,4.3006
2018,庄园牧场,4.6721,-7.0499,5.0318,13.5493,-26.087,5.0318
2019,丰原药业,16.8841,-7.1015,5.8446,8.6816,-8.1301,5.5897
2020,拉芳家化,-1.7309,-7.1079,5.7295,6.039,-33.3333,5.0563
2021,德联集团,18.5693,-7.1185,3.9185,6.8885,-5.0,3.9229
2022,新希望,10.3831,-7.1757,4.1969,12.9374,-25.9259,3.5652
2023,起步股份,4.4258,-7.1979999999999995,10.9441,35.0557,-13.2446,10.9597
2024,中化岩土,27.6148,-7.3326,11.7953,24.1171,-7.6923,11.892999999999999
2025,凯恩股份,9.7168,-7.4924,2.9944,4.7951,-28.5714,2.0708
2026,利君股份,-1.7111,-7.5159,3.475,1.9556,-7.6923,3.475
2027,丽江旅游,-1.2779,-7.5506,4.0826,0.9059999999999999,-6.1625,4.7005
2028,海峡股份,7.3166,-7.5604,1.5013,-0.6174,-28.8889,1.5013
2029,奥飞数据,8.5334,-7.6586,120.4507,181.202,-28.9063,120.4507
2030,宁波高发,6.7134,-7.7503,3.4749,-0.88,-31.4465,3.3853
2031,江苏雷利,11.1776,-7.8231,6.6143,5.3493,-54.443999999999996,6.5906
2032,石化机械,23.1574,-7.9017,1.0897,12.0003,43.949,0.8797
2033,理工环科,18.0807,-7.9479999999999995,-6.6473,1.014,-5.7143,-6.6908
2034,东方明珠,-16.158,-8.0155,3.2229,1.6802,-30.6916,2.529
2035,泰禾光电,5.7635,-8.0813,7.3428,6.7934,-38.6364,6.6074
2036,数源科技,-42.2886,-8.1184,0.1235,-17.447,20.4082,0.6757
2037,湖北能源,6.2262,-8.1908,4.1681,3.9927,-16.7665,2.7439
2038,中超控股,2.9594,-8.2105,-14.5295,-10.9094,1.9697,-0.7929
2039,吉祥航空,15.7471,-8.3097,9.3005,6.0194,-6.7568,9.0022
2040,乐歌股份,26.603,-8.3354,7.4929,6.3738,-29.4737,7.4929
2041,微光股份,13.6986,-8.3397,8.4284,12.1909,-8.7912,5.1465
2042,通鼎互联,5.0376,-8.3808,10.8606,19.6914,-6.3808,11.9567
2043,江丰电子,18.1187,-8.3992,8.4374,63.9934,-18.1818,8.5785
2044,苏宁环球,-43.762,-8.4578,-1.8657,-4.1447,-11.0788,6.1882
2045,联明股份,0.9844,-8.4832,18.5528,24.0232,-11.6667,11.5679
2046,积成电子,21.2153,-8.4839,4.3903,4.1666,0.0,3.2958
2047,银信科技,30.6629,-8.5281,89.5716,34.1523,-26.0488,89.5716
2048,南岭民爆,-17.1596,-8.5306,-1.128,-4.3924,-14.2857,-0.8923
2049,杭电股份,5.1995,-8.5715,10.4889,17.8334,0.0,11.6947
2050,康惠制药,2.3324,-8.5753,7.3677,7.5965,-18.8406,3.9144
2051,富满电子,12.952,-8.7529,10.943,25.7916,-42.4242,10.9959
2052,浙能电力,10.6325,-8.7775,0.5151,-2.8233,-6.25,0.6866
2053,华立股份,16.0937,-8.805,8.9676,10.4158,-35.9712,7.6884
2054,歌华有线,1.0031,-8.8123,2.0562,3.9565,-8.8117,2.0562
2055,冰轮环境,4.4716,-8.8407,4.0613,8.8513,-10.4167,3.5010000000000003
2056,通光线缆,5.9662,-8.9249,4.1567,8.2595,-15.3846,3.3101
2057,新天科技,14.8162,-8.9252,2.3509,7.1052,-56.6667,3.9216
2058,任子行,11.6822,-9.1099,11.0322,4.2067,-36.3636,11.8227
2059,桂发祥,-1.1243,-9.1508,4.4001,3.9249,-43.0556,4.4001
2060,上海电影,-5.9285,-9.2233,11.0414,5.8968,-8.6957,10.5647
2061,鲍斯股份,35.0606,-9.2789,10.3243,15.2255,-57.1429,5.8074
2062,陕国投A,,-9.3012,31.3162,29.9648,-20.0,31.3162
2063,汉钟精机,7.9241,-9.4073,4.4399,4.5416,-10.7034,4.4764
2064,开开实业,-8.7862,-9.4309,-0.2315,-2.3624,-12.5,-0.2027
2065,好利来,4.2977,-9.436,3.5463,6.7601,-8.8235,3.5463
2066,兔宝宝,4.5369,-9.4507,-13.7996,11.9458,-6.8182,-14.1565
2067,腾龙股份,12.6498,-9.5416,1.4899,5.9509,-11.4754,-1.6882
2068,上海机电,9.0523,-9.5483,5.6235,0.4213,-8.8235,7.6553
2069,红太阳,18.7787,-9.7983,-13.704,9.5657,-8.7427,-14.1634
2070,保隆科技,10.7684,-9.8197,-29.8727,28.7213,-43.2915,-25.9638
2071,天桥起重,12.8516,-9.829,0.9129999999999999,7.3963,-33.3333,0.1011
2072,欣锐科技,46.1407,-9.8796,54.2218,55.3398,-25.2336,54.2218
2073,中钢天源,10.5906,-9.9033,6.6579999999999995,7.4097,-39.8412,6.6468
2074,闽发铝业,16.072,-9.9334,1.2067,0.4851,0.0,1.2799
2075,长江通信,-42.038000000000004,-9.96,21.738000000000003,17.3866,-11.3636,22.0298
2076,达安基因,-4.2463,-9.9974,-16.699,-21.0795,8.3333,8.0797
2077,吉林高速,-12.5549,-10.0122,18.5194,5.6804,-20.8333,20.7468
2078,苏奥传感,10.819,-10.0131,10.0167,11.8789,-14.2857,9.3328
2079,恒宝股份,23.5266,-10.0437,5.4211,2.9242,-10.0877,5.5634
2080,哈尔斯,24.6775,-10.1019,2.1735,7.4717,-11.1111,2.0431
2081,申万宏源,,-10.1136,24.8925,15.9303,-17.3913,25.7298
2082,环旭电子,12.9423,-10.2066,8.9995,16.0568,-10.0,8.999
2083,万通智控,-2.0629,-10.2076,2.3592,8.0695,-15.7895,2.5496
2084,澄星股份,5.3735,-10.2922,1.3936,2.1045,-66.6667,-10.0043
2085,百隆东方,0.7668,-10.2959,6.4365,15.7634,-12.1212,6.4365
2086,凯撒旅游,1.6693,-10.3502,8.9636,0.358,-12.0087,10.0365
2087,龙蟒佰利,1.7848,-10.3766,-5.2512,0.3709,-8.0,-3.5988
2088,三安光电,-0.3497,-10.5561,7.4677,22.0024,-11.5385,7.485
2089,上港集团,1.6529,-10.6986,6.8701,2.2177,-10.9281,8.7266
2090,中科三环,6.9129,-10.717,3.5131,2.7661,-12.0755,3.5435
2091,山东海化,9.2514,-10.7934,19.3623,6.3177,-14.2857,19.1368
2092,新大陆,18.6121,-10.7968,10.2524,28.9009,-15.7191,8.7232
2093,香梨股份,-34.8492,-10.818,1.6109,1.4775,-9.8837,1.6109
2094,广安爱众,5.3782,-10.8611,5.4026,4.0413,-9.6016,5.9269
2095,宁德时代,48.0796,-10.924000000000001,32.9752,48.7705,-18.2832,33.3456
2096,桂林三金,-1.9395,-10.994000000000002,5.7557,5.4672,-11.3924,5.7557
2097,ST安通,48.7664,-11.0167,12.850999999999999,25.5219,-21.1538,12.850999999999999
2098,江龙船艇,10.9657,-11.0761,8.9423,33.3258,-51.3933,8.9423
2099,健民集团,-20.2849,-11.0911,3.3975,-10.4967,-10.1695,4.6039
2100,中广核技,6.51,-11.1594,8.4974,2.3377,-16.9924,5.5004
2101,广州发展,5.3943,-11.2043,1.4915,-0.2257,3.2945,1.7797
2102,城发环境,-57.0368,-11.2052,31.163,0.3146,-4.0788,33.2246
2103,广信材料,42.4001,-11.2125,2.9878,14.7586,-19.0517,3.0539
2104,天茂集团,10.6241,-11.2395,-2.585,26.9464,-10.0,-1.7839
2105,威创股份,2.8162,-11.2556,3.2822,3.637,-22.7273,3.2371
2106,苏州固锝,1.6572,-11.3149,7.4652,3.7033,-9.6662,5.3133
2107,华安证券,,-11.4021,2.0366,11.2848,-16.6667,2.1338
2108,珍宝岛,-11.3378,-11.4293,6.4995,18.8187,-11.2162,6.4924
2109,南山铝业,18.482,-11.4989,16.1508,13.5941,-11.7647,16.7462
2110,光启技术,22.1434,-11.5472,0.9078,-1.1451,-57.1429,0.907
2111,巴安水务,21.3279,-11.6101,7.7012,21.0211,-14.1589,8.0772
2112,湖南黄金,20.678,-11.6118,6.2275,0.0161,-12.0,5.952000000000001
2113,市北高新,-76.825,-11.6224,19.7057,28.5968,8.3333,3.6805
2114,云内动力,10.5526,-11.6407,2.1931,14.3056,-20.8054,2.2442
2115,吉翔股份,69.6469,-11.7391,13.6255,-7.1344,-16.6667,13.0631
2116,广汇汽车,3.3983,-11.7799,4.4023,4.6186,-26.4151,4.7482
2117,联合光电,25.0849,-11.7921,9.3901,18.1612,-53.913000000000004,9.3901
2118,汉缆股份,17.3487,-11.8289,1.4293,6.7265,-12.5,1.4374
2119,世荣兆业,-24.2096,-12.0115,8.2007,2.7510000000000003,-12.788,8.7699
2120,徕木股份,16.0987,-12.1401,4.0288,14.7416,-31.7073,4.0288
2121,湘油泵,11.1366,-12.164000000000001,7.8308,21.2502,-12.4088,7.6913
2122,ST天成,-9.7895,-12.2504,5.5206,-11.5171,-13.1443,5.5191
2123,坚朗五金,21.2165,-12.277999999999999,5.5118,16.3631,-8.4746,5.3429
2124,招商南油,-9.4115,-12.2934,12.3026,9.8083,-12.2399,12.5848
2125,文一科技,-1.7326,-12.3604,1.4126,11.1929,-40.0,1.1537
2126,海兰信,-4.4145,-12.4087,-0.5992,-2.0085,-0.3793,38.7292
2127,广联达,22.3029,-12.4223,3.3153,14.7037,-7.0379,3.5267
2128,恒基达鑫,12.3934,-12.4965,2.7248,-0.9319,-11.3466,3.1805
2129,宜昌交运,-1.9911,-12.5148,3.3807,10.9847,-60.1321,3.3944
